timestep,time,golf_0,golf_1,golf_2,sprinter_0,sprinter_1,sprinter_2
179,2024-05-14 20:45:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
180,2024-05-14 21:00:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
181,2024-05-14 21:15:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
182,2024-05-14 21:30:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
183,2024-05-14 21:45:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
184,2024-05-14 22:00:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
185,2024-05-14 22:15:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
186,2024-05-14 22:30:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
187,2024-05-14 22:45:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
188,2024-05-14 23:00:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
189,2024-05-14 23:15:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
190,2024-05-14 23:30:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
191,2024-05-14 23:45:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
192,2024-05-15 00:00:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
193,2024-05-15 00:15:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
194,2024-05-15 00:30:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
195,2024-05-15 00:45:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
196,2024-05-15 01:00:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
197,2024-05-15 01:15:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
198,2024-05-15 01:30:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
199,2024-05-15 01:45:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
200,2024-05-15 02:00:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
201,2024-05-15 02:15:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
202,2024-05-15 02:30:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
203,2024-05-15 02:45:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
204,2024-05-15 03:00:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
205,2024-05-15 03:15:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
206,2024-05-15 03:30:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
207,2024-05-15 03:45:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
208,2024-05-15 04:00:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
209,2024-05-15 04:15:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
210,2024-05-15 04:30:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
211,2024-05-15 04:45:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
212,2024-05-15 05:00:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
213,2024-05-15 05:15:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
214,2024-05-15 05:30:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
215,2024-05-15 05:45:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
216,2024-05-15 06:00:00,0.8484977587737312,0.8331397073856377,0.8593673611767099,0.8342151443044027,0.832870191477377,0.8311927666974173
