timestep,time,price [EUR/kWh],grid supply [kW],fixed load [kW],battery power [kW],bat. stored energy [kWh],flex band min [kW],flex band base [kW],flex band max [kW],battery feed-in [kW],sum CS power [kW],# occupied CS [-],# CS in use [-],CS_golf_0 [kW],CS_golf_1 [kW],CS_golf_2 [kW],CS_sprinter_0 [kW],CS_sprinter_1 [kW],CS_sprinter_2 [kW]
566,2024-05-18 21:30:00,93.0,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
567,2024-05-18 21:45:00,81.6,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
568,2024-05-18 22:00:00,122.5,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
569,2024-05-18 22:15:00,93.0,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
570,2024-05-18 22:30:00,84.97,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
571,2024-05-18 22:45:00,73.4,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
572,2024-05-18 23:00:00,104.93,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
573,2024-05-18 23:15:00,83.03,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
574,2024-05-18 23:30:00,73.0,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
575,2024-05-18 23:45:00,64.99,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
576,2024-05-19 00:00:00,95.4,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
577,2024-05-19 00:15:00,79.0,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
578,2024-05-19 00:30:00,71.6,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
579,2024-05-19 00:45:00,66.0,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
580,2024-05-19 01:00:00,84.92,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
581,2024-05-19 01:15:00,73.31,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
582,2024-05-19 01:30:00,72.92,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
583,2024-05-19 01:45:00,65.76,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
584,2024-05-19 02:00:00,73.25,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
585,2024-05-19 02:15:00,68.96,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
586,2024-05-19 02:30:00,68.94,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
587,2024-05-19 02:45:00,64.97,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
588,2024-05-19 03:00:00,72.97,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
589,2024-05-19 03:15:00,70.69,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
590,2024-05-19 03:30:00,68.99,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
591,2024-05-19 03:45:00,64.99,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
592,2024-05-19 04:00:00,81.56,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
593,2024-05-19 04:15:00,60.97,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
594,2024-05-19 04:30:00,64.96,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
595,2024-05-19 04:45:00,68.96,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
596,2024-05-19 05:00:00,89.93,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
597,2024-05-19 05:15:00,61.0,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
598,2024-05-19 05:30:00,60.96,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
599,2024-05-19 05:45:00,67.8,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
600,2024-05-19 06:00:00,82.84,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
601,2024-05-19 06:15:00,61.0,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
602,2024-05-19 06:30:00,60.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
603,2024-05-19 06:45:00,54.93,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
604,2024-05-19 07:00:00,77.58,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
605,2024-05-19 07:15:00,56.97,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
606,2024-05-19 07:30:00,44.91,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,5,0,0.0,0,0.0,0.0,0.0,0.0
607,2024-05-19 07:45:00,29.0,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,5,0,0.0,0,0.0,0.0,0.0,0.0
608,2024-05-19 08:00:00,88.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,5,0,0.0,0,0.0,0.0,0.0,0.0
609,2024-05-19 08:15:00,41.0,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,5,0,0.0,0,0.0,0.0,0.0,0.0
610,2024-05-19 08:30:00,16.9,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
611,2024-05-19 08:45:00,-10.2,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
612,2024-05-19 09:00:00,62.2,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
613,2024-05-19 09:15:00,24.9,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
614,2024-05-19 09:30:00,0.69,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
615,2024-05-19 09:45:00,-35.0,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
616,2024-05-19 10:00:00,30.1,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
617,2024-05-19 10:15:00,8.1,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
618,2024-05-19 10:30:00,-7.09,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
619,2024-05-19 10:45:00,-31.04,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
620,2024-05-19 11:00:00,15.02,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
621,2024-05-19 11:15:00,3.68,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
622,2024-05-19 11:30:00,-5.2,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
623,2024-05-19 11:45:00,-23.02,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
624,2024-05-19 12:00:00,1.0,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
625,2024-05-19 12:15:00,-11.1,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
626,2024-05-19 12:30:00,-13.34,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
627,2024-05-19 12:45:00,-24.2,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
628,2024-05-19 13:00:00,-15.1,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
629,2024-05-19 13:15:00,-19.05,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
630,2024-05-19 13:30:00,-25.95,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
631,2024-05-19 13:45:00,-34.94,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
632,2024-05-19 14:00:00,-24.14,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
633,2024-05-19 14:15:00,-34.9,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
634,2024-05-19 14:30:00,-27.01,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
635,2024-05-19 14:45:00,-24.97,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
636,2024-05-19 15:00:00,-36.0,-0.0,0,0,0.0,-50.0,0,83,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
637,2024-05-19 15:15:00,-23.05,-22.0,0,0,0.0,-50.0,0,100.0,0,22.0,4,1,0,0,22.0,0.0,0.0,0.0
638,2024-05-19 15:30:00,-11.0,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,4,0,0,0,0.0,0.0,0.0,0.0
639,2024-05-19 15:45:00,10.37,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,4,0,0,0,0.0,0.0,0.0,0.0
640,2024-05-19 16:00:00,-54.5,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,4,0,0,0,0.0,0.0,0.0,0.0
641,2024-05-19 16:15:00,-15.0,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,4,0,0,0,0.0,0.0,0.0,0.0
642,2024-05-19 16:30:00,14.4,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,4,0,0,0,0.0,0.0,0.0,0.0
643,2024-05-19 16:45:00,43.1,-22.0,0,0,0.0,-50.0,0,100.0,0,22.0,5,1,22.0,0,0.0,0.0,0.0,0.0
644,2024-05-19 17:00:00,-44.95,-22.0,0,0,0.0,-50.0,0,100.0,0,22.0,5,1,22.0,0,0.0,0.0,0.0,0.0
645,2024-05-19 17:15:00,0.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,5,0,0.0,0,0.0,0.0,0.0,0.0
646,2024-05-19 17:30:00,40.06,-22.0,0,0,0.0,-50.0,0,100.0,0,22.0,6,1,0.0,22.0,0.0,0.0,0.0,0.0
647,2024-05-19 17:45:00,82.6,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
648,2024-05-19 18:00:00,8.92,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
649,2024-05-19 18:15:00,52.96,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
650,2024-05-19 18:30:00,88.8,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
651,2024-05-19 18:45:00,148.92,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
652,2024-05-19 19:00:00,52.99,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
653,2024-05-19 19:15:00,84.99,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
654,2024-05-19 19:30:00,115.2,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
655,2024-05-19 19:45:00,147.6,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
656,2024-05-19 20:00:00,118.16,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
657,2024-05-19 20:15:00,119.91,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
658,2024-05-19 20:30:00,120.96,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
659,2024-05-19 20:45:00,122.4,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
660,2024-05-19 21:00:00,122.4,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
661,2024-05-19 21:15:00,109.5,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
662,2024-05-19 21:30:00,104.94,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
663,2024-05-19 21:45:00,97.0,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
664,2024-05-19 22:00:00,116.96,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
665,2024-05-19 22:15:00,97.0,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
666,2024-05-19 22:30:00,89.0,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
667,2024-05-19 22:45:00,76.62,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
668,2024-05-19 23:00:00,100.96,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
669,2024-05-19 23:15:00,81.0,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
670,2024-05-19 23:30:00,69.0,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
671,2024-05-19 23:45:00,64.27,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
