timestep,time,price [EUR/kWh],grid supply [kW],fixed load [kW],battery power [kW],bat. stored energy [kWh],flex band min [kW],flex band base [kW],flex band max [kW],battery feed-in [kW],sum CS power [kW],# occupied CS [-],# CS in use [-],CS_Tesla Model 3_0 [kW],CS_Tesla Model 3_1 [kW],CS_Tesla Model 3_2 [kW],CS_Tesla Model 3_3 [kW],CS_Tesla Model 3_4 [kW],CS_Tesla Model 3_5 [kW],CS_Tesla Model 3_6 [kW],CS_Tesla Model 3_7 [kW],CS_Tesla Model 3_8 [kW],CS_Tesla Model 3_9 [kW]
276,2024-06-19 21:00:00,0.21508,-23.057,0,-7.308,84.615,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
277,2024-06-19 21:15:00,0.21508,-23.057,0,-7.308,82.692,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
278,2024-06-19 21:30:00,0.21508,-23.057,0,-7.308,80.769,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
279,2024-06-19 21:45:00,0.21508,-23.057,0,-7.308,78.846,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
280,2024-06-19 22:00:00,0.20826,-23.057,0,-7.308,76.923,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
281,2024-06-19 22:15:00,0.20826,-23.057,0,-7.308,75.0,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
282,2024-06-19 22:30:00,0.20826,-23.057,0,-7.308,73.077,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
283,2024-06-19 22:45:00,0.20826,-23.057,0,-7.308,71.154,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
284,2024-06-19 23:00:00,0.19321,-23.057,0,-7.308,69.231,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
285,2024-06-19 23:15:00,0.19321,-23.057,0,-7.308,67.308,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
286,2024-06-19 23:30:00,0.19321,-23.057,0,-7.308,65.385,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
287,2024-06-19 23:45:00,0.19321,-23.057,0,-7.308,63.462,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
288,2024-06-20 00:00:00,0.18589,-23.057,0,-7.308,61.538,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
289,2024-06-20 00:15:00,0.18589,-23.057,0,-7.308,59.615,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
290,2024-06-20 00:30:00,0.18589,-23.057,0,-7.308,57.692,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
291,2024-06-20 00:45:00,0.18589,-23.057,0,-7.308,55.769,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
292,2024-06-20 01:00:00,0.17862,-23.057,0,-7.308,53.846,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
293,2024-06-20 01:15:00,0.17862,-23.057,0,-7.308,51.923,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
294,2024-06-20 01:30:00,0.17862,-23.057,0,-7.308,50.0,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
295,2024-06-20 01:45:00,0.17862,-23.057,0,-7.308,48.077,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
296,2024-06-20 02:00:00,0.17887999999999998,-23.057,0,-7.308,46.154,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
297,2024-06-20 02:15:00,0.17887999999999998,-23.057,0,-7.308,44.231,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
298,2024-06-20 02:30:00,0.17887999999999998,-23.057,0,-7.308,42.308,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
299,2024-06-20 02:45:00,0.17887999999999998,-23.057,0,-7.308,40.385,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
300,2024-06-20 03:00:00,0.17881999999999998,-23.057,0,-7.308,38.462,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
301,2024-06-20 03:15:00,0.17881999999999998,-23.057,0,-7.308,36.538,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
302,2024-06-20 03:30:00,0.17881999999999998,-23.057,0,-7.308,34.615,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
303,2024-06-20 03:45:00,0.17881999999999998,-23.057,0,-7.308,32.692,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
304,2024-06-20 04:00:00,0.17862,-23.057,0,-7.308,30.769,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
305,2024-06-20 04:15:00,0.17862,-23.057,0,-7.308,28.846,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
306,2024-06-20 04:30:00,0.17862,-23.057,0,-7.308,26.923,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
307,2024-06-20 04:45:00,0.17862,-23.057,0,-7.308,25.0,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
308,2024-06-20 05:00:00,0.18655,-23.057,0,-7.308,23.077,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
309,2024-06-20 05:15:00,0.18655,-23.057,0,-7.308,21.154,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
310,2024-06-20 05:30:00,0.18655,-23.057,0,-7.308,19.231,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
311,2024-06-20 05:45:00,0.18655,-23.057,0,-7.308,17.308,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
312,2024-06-20 06:00:00,0.21411000000000002,-23.057,0,-7.308,15.385,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
313,2024-06-20 06:15:00,0.21411000000000002,-23.057,0,-7.308,13.462,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
314,2024-06-20 06:30:00,0.21411000000000002,-23.057,0,-7.308,11.538,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
315,2024-06-20 06:45:00,0.21411000000000002,-23.057,0,-7.308,9.615,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
316,2024-06-20 07:00:00,0.21284000000000003,-23.057,0,-7.308,7.692,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
317,2024-06-20 07:15:00,0.21284000000000003,-23.057,0,-7.308,5.769,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
318,2024-06-20 07:30:00,0.21284000000000003,-23.057,0,-7.308,3.846,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
319,2024-06-20 07:45:00,0.21284000000000003,-23.057,0,-7.308,1.923,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
320,2024-06-20 08:00:00,0.20299,-9.569,0,9.569,0.0,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,2024-06-20 08:15:00,0.20299,-9.569,0,9.569,2.273,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,2024-06-20 08:30:00,0.20299,-9.569,0,9.569,4.545,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,2024-06-20 08:45:00,0.20299,-9.569,0,9.569,6.818,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,2024-06-20 09:00:00,0.18069000000000002,-9.569,0,9.569,9.091,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,2024-06-20 09:15:00,0.18069000000000002,-18.417,0,18.417,11.364,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,2024-06-20 09:30:00,0.18069000000000002,-9.337,0,9.337,15.738,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,2024-06-20 09:45:00,0.18069000000000002,-9.337,0,9.337,17.955,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,2024-06-20 10:00:00,0.16913,-19.299,0,19.299,20.172,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,2024-06-20 10:15:00,0.16913,-9.052,0,9.052,24.756,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,2024-06-20 10:30:00,0.16913,-9.052,0,9.052,26.906,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,2024-06-20 10:45:00,0.16913,-9.052,0,9.052,29.056,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,2024-06-20 11:00:00,0.15877000000000002,-9.052,0,9.052,31.205,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,2024-06-20 11:15:00,0.15877000000000002,-9.052,0,9.052,33.355,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,2024-06-20 11:30:00,0.15877000000000002,-20.76,0,20.76,35.505,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,2024-06-20 11:45:00,0.15877000000000002,-8.648,0,8.648,40.436,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,2024-06-20 12:00:00,0.15546000000000001,-21.175,0,21.175,42.49,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,2024-06-20 12:15:00,0.15546000000000001,-8.184,0,8.184,47.519,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,2024-06-20 12:30:00,0.15546000000000001,-21.558,0,21.558,49.462,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,2024-06-20 12:45:00,0.15546000000000001,-7.649,0,7.649,54.582,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,2024-06-20 13:00:00,0.15381,-21.912,0,21.912,56.399,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,2024-06-20 13:15:00,0.15381,-22.081,0,22.081,61.603,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,2024-06-20 13:30:00,0.15381,-6.345,0,6.345,66.848,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,2024-06-20 13:45:00,0.15381,-6.345,0,6.345,68.354,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,2024-06-20 14:00:00,0.15718000000000001,-22.546,0,22.546,69.861,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,2024-06-20 14:15:00,0.15718000000000001,-22.673,0,22.673,75.216,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,2024-06-20 14:30:00,0.15718000000000001,-22.783,0,22.783,80.601,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,2024-06-20 14:45:00,0.15718000000000001,-3.465,0,3.465,86.012,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,2024-06-20 15:00:00,0.16858,-22.947,0,22.947,86.835,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,2024-06-20 15:15:00,0.16858,-2.166,0,2.166,92.285,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,2024-06-20 15:30:00,0.16858,-2.166,0,2.166,92.799,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,2024-06-20 15:45:00,0.16858,-2.166,0,2.166,93.313,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,2024-06-20 16:00:00,0.18,-2.166,0,2.166,93.828,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,2024-06-20 16:15:00,0.18,-2.166,0,2.166,94.342,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,2024-06-20 16:30:00,0.18,-2.166,0,2.166,94.856,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,2024-06-20 16:45:00,0.18,-2.166,0,2.166,95.371,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,2024-06-20 17:00:00,0.19827,-2.166,0,2.166,95.885,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,2024-06-20 17:15:00,0.19827,-2.166,0,2.166,96.4,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,2024-06-20 17:30:00,0.19827,-2.166,0,2.166,96.914,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,2024-06-20 17:45:00,0.19827,-2.166,0,2.166,97.428,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,2024-06-20 18:00:00,0.21931,-2.166,0,2.166,97.943,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,2024-06-20 18:15:00,0.21931,-2.166,0,2.166,98.457,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,2024-06-20 18:30:00,0.21931,-2.166,0,2.166,98.971,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,2024-06-20 18:45:00,0.21931,-2.166,0,2.166,99.486,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,2024-06-20 19:00:00,0.25562,-23.057,0,-7.308,100.0,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
365,2024-06-20 19:15:00,0.25562,-23.057,0,-7.308,98.077,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
366,2024-06-20 19:30:00,0.25562,-23.057,0,-7.308,96.154,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
367,2024-06-20 19:45:00,0.25562,-23.057,0,-7.308,94.231,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
368,2024-06-20 20:00:00,0.30008999999999997,-23.057,0,-7.308,92.308,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
369,2024-06-20 20:15:00,0.30008999999999997,-23.057,0,-7.308,90.385,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
370,2024-06-20 20:30:00,0.30008999999999997,-23.057,0,-7.308,88.462,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
371,2024-06-20 20:45:00,0.30008999999999997,-23.057,0,-7.308,86.538,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
372,2024-06-20 21:00:00,0.23006000000000001,-23.057,0,-7.308,84.615,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
373,2024-06-20 21:15:00,0.23006000000000001,-23.057,0,-7.308,82.692,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
374,2024-06-20 21:30:00,0.23006000000000001,-23.057,0,-7.308,80.769,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
375,2024-06-20 21:45:00,0.23006000000000001,-23.057,0,-7.308,78.846,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
376,2024-06-20 22:00:00,0.21183000000000002,-23.057,0,-7.308,76.923,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
377,2024-06-20 22:15:00,0.21183000000000002,-23.057,0,-7.308,75.0,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
378,2024-06-20 22:30:00,0.21183000000000002,-23.057,0,-7.308,73.077,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
379,2024-06-20 22:45:00,0.21183000000000002,-23.057,0,-7.308,71.154,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
380,2024-06-20 23:00:00,0.19505,-23.057,0,-7.308,69.231,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
381,2024-06-20 23:15:00,0.19505,-23.057,0,-7.308,67.308,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
382,2024-06-20 23:30:00,0.19505,-23.057,0,-7.308,65.385,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
383,2024-06-20 23:45:00,0.19505,-23.057,0,-7.308,63.462,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
384,2024-06-21 00:00:00,0.20081,-23.057,0,-7.308,61.538,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
385,2024-06-21 00:15:00,0.20081,-23.057,0,-7.308,59.615,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
386,2024-06-21 00:30:00,0.20081,-23.057,0,-7.308,57.692,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
387,2024-06-21 00:45:00,0.20081,-23.057,0,-7.308,55.769,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
388,2024-06-21 01:00:00,0.19077,-23.057,0,-7.308,53.846,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
389,2024-06-21 01:15:00,0.19077,-23.057,0,-7.308,51.923,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
390,2024-06-21 01:30:00,0.19077,-23.057,0,-7.308,50.0,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
391,2024-06-21 01:45:00,0.19077,-23.057,0,-7.308,48.077,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
392,2024-06-21 02:00:00,0.18995,-23.057,0,-7.308,46.154,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
393,2024-06-21 02:15:00,0.18995,-23.057,0,-7.308,44.231,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
394,2024-06-21 02:30:00,0.18995,-23.057,0,-7.308,42.308,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
395,2024-06-21 02:45:00,0.18995,-23.057,0,-7.308,40.385,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
396,2024-06-21 03:00:00,0.18783,-23.057,0,-7.308,38.462,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
397,2024-06-21 03:15:00,0.18783,-23.057,0,-7.308,36.538,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
398,2024-06-21 03:30:00,0.18783,-23.057,0,-7.308,34.615,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
399,2024-06-21 03:45:00,0.18783,-23.057,0,-7.308,32.692,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
400,2024-06-21 04:00:00,0.18631,-23.057,0,-7.308,30.769,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
401,2024-06-21 04:15:00,0.18631,-23.057,0,-7.308,28.846,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
402,2024-06-21 04:30:00,0.18631,-23.057,0,-7.308,26.923,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
403,2024-06-21 04:45:00,0.18631,-23.057,0,-7.308,25.0,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
404,2024-06-21 05:00:00,0.18614,-23.057,0,-7.308,23.077,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
405,2024-06-21 05:15:00,0.18614,-23.057,0,-7.308,21.154,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
406,2024-06-21 05:30:00,0.18614,-23.057,0,-7.308,19.231,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
407,2024-06-21 05:45:00,0.18614,-23.057,0,-7.308,17.308,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
408,2024-06-21 06:00:00,0.19692,-23.057,0,-7.308,15.385,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
409,2024-06-21 06:15:00,0.19692,-23.057,0,-7.308,13.462,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
410,2024-06-21 06:30:00,0.19692,-23.057,0,-7.308,11.538,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
411,2024-06-21 06:45:00,0.19692,-23.057,0,-7.308,9.615,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
412,2024-06-21 07:00:00,0.2228,-23.057,0,-7.308,7.692,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
413,2024-06-21 07:15:00,0.2228,-23.057,0,-7.308,5.769,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
414,2024-06-21 07:30:00,0.2228,-23.057,0,-7.308,3.846,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
415,2024-06-21 07:45:00,0.2228,-23.057,0,-7.308,1.923,-50.0,0,50.0,0,30.364,10,10,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036,3.036
416,2024-06-21 08:00:00,0.22184,-9.569,0,9.569,0.0,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,2024-06-21 08:15:00,0.22184,-9.569,0,9.569,2.273,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,2024-06-21 08:30:00,0.22184,-9.569,0,9.569,4.545,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,2024-06-21 08:45:00,0.22184,-9.569,0,9.569,6.818,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,2024-06-21 09:00:00,0.21167000000000002,-9.569,0,9.569,9.091,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,2024-06-21 09:15:00,0.21167000000000002,-18.417,0,18.417,11.364,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,2024-06-21 09:30:00,0.21167000000000002,-9.337,0,9.337,15.738,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,2024-06-21 09:45:00,0.21167000000000002,-9.337,0,9.337,17.955,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,2024-06-21 10:00:00,0.20065,-19.299,0,19.299,20.172,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,2024-06-21 10:15:00,0.20065,-9.052,0,9.052,24.756,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,2024-06-21 10:30:00,0.20065,-9.052,0,9.052,26.906,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,2024-06-21 10:45:00,0.20065,-9.052,0,9.052,29.056,-50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
