time,price
2024-06-17T00:00+02:00,0.17662
2024-06-17T01:00+02:00,0.16673
2024-06-17T02:00+02:00,0.16881000000000002
2024-06-17T03:00+02:00,0.17181000000000002
2024-06-17T04:00+02:00,0.17356
2024-06-17T05:00+02:00,0.19002000000000002
2024-06-17T06:00+02:00,0.21913
2024-06-17T07:00+02:00,0.23268000000000003
2024-06-17T08:00+02:00,0.21623
2024-06-17T09:00+02:00,0.18473
2024-06-17T10:00+02:00,0.16211
2024-06-17T11:00+02:00,0.15501
2024-06-17T12:00+02:00,0.14186
2024-06-17T13:00+02:00,0.13945000000000002
2024-06-17T14:00+02:00,0.14662
2024-06-17T15:00+02:00,0.15454
2024-06-17T16:00+02:00,0.16421
2024-06-17T17:00+02:00,0.18858
2024-06-17T18:00+02:00,0.21416000000000002
2024-06-17T19:00+02:00,0.25737
2024-06-17T20:00+02:00,0.31016
2024-06-17T21:00+02:00,0.30001
2024-06-17T22:00+02:00,0.22815000000000002
2024-06-17T23:00+02:00,0.20155
2024-06-18T00:00+02:00,0.19692
2024-06-18T01:00+02:00,0.19029000000000001
2024-06-18T02:00+02:00,0.18753
2024-06-18T03:00+02:00,0.18929
2024-06-18T04:00+02:00,0.19029000000000001
2024-06-18T05:00+02:00,0.19594
2024-06-18T06:00+02:00,0.23449
2024-06-18T07:00+02:00,0.23016999999999999
2024-06-18T08:00+02:00,0.19596
2024-06-18T09:00+02:00,0.1809
2024-06-18T10:00+02:00,0.16991
2024-06-18T11:00+02:00,0.15481
2024-06-18T12:00+02:00,0.15116000000000002
2024-06-18T13:00+02:00,0.15103
2024-06-18T14:00+02:00,0.15704
2024-06-18T15:00+02:00,0.17312
2024-06-18T16:00+02:00,0.17624
2024-06-18T17:00+02:00,0.19006
2024-06-18T18:00+02:00,0.23325
2024-06-18T19:00+02:00,0.25819000000000003
2024-06-18T20:00+02:00,0.27187
2024-06-18T21:00+02:00,0.23447
2024-06-18T22:00+02:00,0.2042
2024-06-18T23:00+02:00,0.19163
2024-06-19T00:00+02:00,0.19995000000000002
2024-06-19T01:00+02:00,0.19143000000000002
2024-06-19T02:00+02:00,0.18685000000000002
2024-06-19T03:00+02:00,0.18578
2024-06-19T04:00+02:00,0.18347000000000002
2024-06-19T05:00+02:00,0.18641000000000002
2024-06-19T06:00+02:00,0.21255000000000002
2024-06-19T07:00+02:00,0.21683000000000002
2024-06-19T08:00+02:00,0.20733000000000001
2024-06-19T09:00+02:00,0.18631
2024-06-19T10:00+02:00,0.1751
2024-06-19T11:00+02:00,0.16623
