timestep,time,golf_0,sprinter_0
157,2024-05-14 15:15:00,0.6411675036444202,0.6857192713324818
158,2024-05-14 15:30:00,0.6423218620099388,0.6814866517522034
159,2024-05-14 15:45:00,0.6434710497754297,0.6772540321719249
160,2024-05-14 16:00:00,0.644615075601205,0.6730214125916465
161,2024-05-14 16:15:00,0.6457539481574949,0.668788793011368
162,2024-05-14 16:30:00,0.6468876761244867,0.6645561734310895
163,2024-05-14 16:45:00,0.6480162681923652,0.6603235538508111
164,2024-05-14 17:00:00,0.6491709404188241,0.6560909342705326
165,2024-05-14 17:15:00,0.6503529477428888,0.6518583146902541
166,2024-05-14 17:30:00,0.6515636435979943,0.6476256951099757
167,2024-05-14 17:45:00,0.6515636435979943,0.6502083104470947
168,2024-05-14 18:00:00,0.6515636435979943,0.6527909257842137
169,2024-05-14 18:15:00,0.6515636435979943,0.6553735411213327
170,2024-05-14 18:30:00,0.6515636435979943,0.6579561564584517
171,2024-05-14 18:45:00,0.6515636435979943,0.6605387717955707
172,2024-05-14 19:00:00,0.6515636435979943,0.6631213871326898
173,2024-05-14 19:15:00,0.6515636435979943,0.6657040024698088
174,2024-05-14 19:30:00,0.6515636435979943,0.6682866178069278
175,2024-05-14 19:45:00,0.6515636435979943,0.6708692331440468
176,2024-05-14 20:00:00,0.6515636435979943,0.6734518484811658
177,2024-05-14 20:15:00,0.6515636435979943,0.6760344638182849
178,2024-05-14 20:30:00,0.6515636435979943,0.678617079155404
179,2024-05-14 20:45:00,0.6515636435979943,0.681199694492523
180,2024-05-14 21:00:00,0.6515636435979943,0.683782309829642
181,2024-05-14 21:15:00,0.6515636435979943,0.6863649251667612
182,2024-05-14 21:30:00,0.6515636435979943,0.6889475405038803
183,2024-05-14 21:45:00,0.6515636435979943,0.6915301558409993
184,2024-05-14 22:00:00,0.6515636435979943,0.6941127711781183
185,2024-05-14 22:15:00,0.6515636435979943,0.6966953865152374
186,2024-05-14 22:30:00,0.6515636435979943,0.6992780018523566
187,2024-05-14 22:45:00,0.6515636435979943,0.7018606171894756
188,2024-05-14 23:00:00,0.6515636435979943,0.7044432325265946
189,2024-05-14 23:15:00,0.6515636435979943,0.7070258478637137
190,2024-05-14 23:30:00,0.6515636435979943,0.7096084632008328
191,2024-05-14 23:45:00,0.6515636435979943,0.7121910785379518
192,2024-05-15 00:00:00,0.6515636435979943,0.7147736938750708
193,2024-05-15 00:15:00,0.6515636435979943,0.71735630921219
194,2024-05-15 00:30:00,0.6515636435979943,0.7199389245493091
195,2024-05-15 00:45:00,0.6515636435979943,0.7225215398864281
196,2024-05-15 01:00:00,0.6515636435979943,0.7251041552235472
197,2024-05-15 01:15:00,0.6515636435979943,0.7276867705606662
198,2024-05-15 01:30:00,0.6515636435979943,0.7302693858977853
199,2024-05-15 01:45:00,0.6515636435979943,0.7328520012349043
200,2024-05-15 02:00:00,0.6515636435979943,0.7354346165720234
201,2024-05-15 02:15:00,0.6515636435979943,0.7380172319091425
202,2024-05-15 02:30:00,0.6515636435979943,0.7405998472462616
203,2024-05-15 02:45:00,0.6515636435979943,0.7431824625833806
204,2024-05-15 03:00:00,0.6515636435979943,0.7457650779204997
205,2024-05-15 03:15:00,0.6515636435979943,0.7483476932576187
206,2024-05-15 03:30:00,0.6515636435979943,0.7509303085947379
207,2024-05-15 03:45:00,0.6515636435979943,0.7535129239318569
208,2024-05-15 04:00:00,0.6515636435979943,0.7560955392689759
209,2024-05-15 04:15:00,0.6515636435979943,0.758678154606095
210,2024-05-15 04:30:00,0.6515636435979943,0.7612607699432141
211,2024-05-15 04:45:00,0.6515636435979943,0.7638433852803331
212,2024-05-15 05:00:00,0.6515636435979943,0.7664260006174521
213,2024-05-15 05:15:00,0.6515636435979943,0.7690086159545713
214,2024-05-15 05:30:00,0.6515636435979943,0.7715912312916904
215,2024-05-15 05:45:00,0.6515636435979943,0.7741738466288094
216,2024-05-15 06:00:00,0.6515636435979943,0.7767564619659284
217,2024-05-15 06:15:00,0.6515636435979943,0.7793390773030475
218,2024-05-15 06:30:00,0.6515636435979943,0.7819216926401666
219,2024-05-15 06:45:00,0.6515636435979943,0.7845043079772857
220,2024-05-15 07:00:00,0.6515636435979943,0.7870869233144047
221,2024-05-15 07:15:00,0.6515636435979943,0.7896695386515238
222,2024-05-15 07:30:00,0.6515636435979943,0.7922521539886429
223,2024-05-15 07:45:00,0.6515636435979943,0.7948347693257619
224,2024-05-15 08:00:00,0.6515636435979943,0.7974173846628809
225,2024-05-15 08:15:00,0.6515636435979943,0.8
226,2024-05-15 08:30:00,0.6529707485833818,0.7956570972886763
227,2024-05-15 08:45:00,0.6543889334841339,0.7913141945773525
228,2024-05-15 09:00:00,0.6558181380749265,0.7869712918660288
229,2024-05-15 09:15:00,0.6572583017092798,0.782628389154705
230,2024-05-15 09:30:00,0.6587093633151243,0.7782854864433812
231,2024-05-15 09:45:00,0.6601712613903057,0.7739425837320575
232,2024-05-15 10:00:00,0.6616439339980253,0.7695996810207337
233,2024-05-15 10:15:00,0.6631273187622166,0.76525677830941
234,2024-05-15 10:30:00,0.6646213528628552,0.7609138755980861
235,2024-05-15 10:45:00,0.666125973031202,0.7565709728867623
236,2024-05-15 11:00:00,0.667641115544979,0.7522280701754386
237,2024-05-15 11:15:00,0.6691667162234741,0.7478851674641148
238,2024-05-15 11:30:00,0.670702710422577,0.7435422647527911
239,2024-05-15 11:45:00,0.6722490330297415,0.7391993620414673
240,2024-05-15 12:00:00,0.6738056184588757,0.7348564593301435
241,2024-05-15 12:15:00,0.675372400645157,0.7305135566188198
242,2024-05-15 12:30:00,0.6769493130397717,0.726170653907496
243,2024-05-15 12:45:00,0.6785362886045763,0.7218277511961723
244,2024-05-15 13:00:00,0.680133259806681,0.7174848484848485
245,2024-05-15 13:15:00,0.6817401586129525,0.7131419457735247
246,2024-05-15 13:30:00,0.6833569164844345,0.708799043062201
247,2024-05-15 13:45:00,0.6849834643706865,0.7044561403508772
248,2024-05-15 14:00:00,0.6866197327040359,0.7001132376395534
249,2024-05-15 14:15:00,0.6882656513937448,0.6957703349282296
250,2024-05-15 14:30:00,0.6899211498200891,0.6914274322169058
251,2024-05-15 14:45:00,0.6915861568283462,0.6870845295055821
252,2024-05-15 15:00:00,0.6932606007226934,0.6827416267942583
253,2024-05-15 15:15:00,0.6949444092600112,0.6783987240829346
254,2024-05-15 15:30:00,0.6966375096435934,0.6740558213716108
255,2024-05-15 15:45:00,0.6983398285167589,0.669712918660287
256,2024-05-15 16:00:00,0.7000512919563658,0.6653700159489633
257,2024-05-15 16:15:00,0.7017718254662247,0.6610271132376395
258,2024-05-15 16:30:00,0.7035013539704091,0.6566842105263158
259,2024-05-15 16:45:00,0.7035013539704091,0.6575799342105263
260,2024-05-15 17:00:00,0.7035013539704091,0.6584756578947368
261,2024-05-15 17:15:00,0.7035013539704091,0.6593713815789474
262,2024-05-15 17:30:00,0.7035013539704091,0.6602671052631579
263,2024-05-15 17:45:00,0.7035013539704091,0.6611628289473684
264,2024-05-15 18:00:00,0.7035013539704091,0.662058552631579
265,2024-05-15 18:15:00,0.7035013539704091,0.6629542763157895
266,2024-05-15 18:30:00,0.7035013539704091,0.66385
267,2024-05-15 18:45:00,0.7035013539704091,0.6647457236842106
268,2024-05-15 19:00:00,0.7035013539704091,0.6656414473684211
269,2024-05-15 19:15:00,0.7035013539704091,0.6665371710526317
270,2024-05-15 19:30:00,0.7035013539704091,0.6674328947368422
271,2024-05-15 19:45:00,0.7035013539704091,0.6683286184210527
272,2024-05-15 20:00:00,0.7035013539704091,0.6692243421052633
273,2024-05-15 20:15:00,0.7035013539704091,0.6701200657894738
274,2024-05-15 20:30:00,0.7035013539704091,0.6710157894736843
275,2024-05-15 20:45:00,0.7035013539704091,0.6719115131578949
276,2024-05-15 21:00:00,0.7035013539704091,0.6728072368421054
277,2024-05-15 21:15:00,0.7035013539704091,0.673702960526316
278,2024-05-15 21:30:00,0.7035013539704091,0.6745986842105265
279,2024-05-15 21:45:00,0.7035013539704091,0.675494407894737
280,2024-05-15 22:00:00,0.7035013539704091,0.6763901315789476
281,2024-05-15 22:15:00,0.7035013539704091,0.6772858552631581
282,2024-05-15 22:30:00,0.7035013539704091,0.6781815789473686
283,2024-05-15 22:45:00,0.7035013539704091,0.6790773026315792
284,2024-05-15 23:00:00,0.7035013539704091,0.6799730263157897
285,2024-05-15 23:15:00,0.7035013539704091,0.6808687500000002
286,2024-05-15 23:30:00,0.7035013539704091,0.6817644736842108
287,2024-05-15 23:45:00,0.7035013539704091,0.6826601973684213
