time,price,"Price (EUR/MWh, EUR/tCO2)"
2024-05-15T05:45+02:00,84.96,
2024-05-15T06:00+02:00,64.92,
2024-05-15T06:15+02:00,69.9,
2024-05-15T06:30+02:00,73.76,
2024-05-15T06:45+02:00,69.8,
2024-05-15T07:00+02:00,109.92,
2024-05-15T07:15+02:00,84.9,
2024-05-15T07:30+02:00,79.92,
2024-05-15T07:45+02:00,54.07,
2024-05-15T08:00+02:00,109.9,
2024-05-15T08:15+02:00,56.2,
2024-05-15T08:30+02:00,52.79,
2024-05-15T08:45+02:00,20.1,
2024-05-15T09:00+02:00,70.1,
2024-05-15T09:15+02:00,47.6,
2024-05-15T09:30+02:00,22.4,
2024-05-15T09:45+02:00,-16.09,
2024-05-15T10:00+02:00,46.21,
2024-05-15T10:15+02:00,24.5,
2024-05-15T10:30+02:00,-3.3,
2024-05-15T10:45+02:00,-39.92,
2024-05-15T11:00+02:00,39.48,
2024-05-15T11:15+02:00,14.9,
2024-05-15T11:30+02:00,-3.3,
2024-05-15T11:45+02:00,-49.91,
2024-05-15T12:00+02:00,24.97,
2024-05-15T12:15+02:00,-0.04,
2024-05-15T12:30+02:00,-15.02,
2024-05-15T12:45+02:00,-29.9,
2024-05-15T13:00+02:00,4.4,
2024-05-15T13:15+02:00,1.6,
2024-05-15T13:30+02:00,-10.06,
2024-05-15T13:45+02:00,-18.53,
2024-05-15T14:00+02:00,-20.0,
2024-05-15T14:15+02:00,-10.18,
2024-05-15T14:30+02:00,-9.6,
2024-05-15T14:45+02:00,4.98,
2024-05-15T15:00+02:00,-35.05,
2024-05-15T15:15+02:00,-15.05,
2024-05-15T15:30+02:00,4.98,
2024-05-15T15:45+02:00,29.98,
2024-05-15T16:00+02:00,-54.1,
2024-05-15T16:15+02:00,-10.07,
2024-05-15T16:30+02:00,24.9,
2024-05-15T16:45+02:00,52.89,
2024-05-15T17:00+02:00,-35.09,
2024-05-15T17:15+02:00,14.91,
2024-05-15T17:30+02:00,44.17,
2024-05-15T17:45+02:00,91.6,
2024-05-15T18:00+02:00,9.9,
2024-05-15T18:15+02:00,45.9,
2024-05-15T18:30+02:00,82.7,
2024-05-15T18:45+02:00,108.7,
2024-05-15T19:00+02:00,64.91,
2024-05-15T19:15+02:00,81.14,
2024-05-15T19:30+02:00,99.94,
2024-05-15T19:45+02:00,110.0,
2024-05-15T20:00+02:00,104.95,
2024-05-15T20:15+02:00,98.1,
2024-05-15T20:30+02:00,97.5,
2024-05-15T20:45+02:00,82.86,
2024-05-15T21:00+02:00,109.29,
2024-05-15T21:15+02:00,78.6,
2024-05-15T21:30+02:00,69.8,
2024-05-15T21:45+02:00,61.1,
2024-05-15T22:00+02:00,99.93,
2024-05-15T22:15+02:00,75.4,
2024-05-15T22:30+02:00,61.12,
2024-05-15T22:45+02:00,30.08,
2024-05-15T23:00+02:00,81.0,
2024-05-15T23:15+02:00,58.69,
2024-05-15T23:30+02:00,40.4,
2024-05-15T23:45+02:00,31.7,
2024-05-16T00:00+02:00,54.7,
2024-05-16T00:15+02:00,43.1,
2024-05-16T00:30+02:00,39.64,
2024-05-16T00:45+02:00,33.5,
2024-05-16T01:00+02:00,54.3,
2024-05-16T01:15+02:00,41.4,
2024-05-16T01:30+02:00,34.1,
2024-05-16T01:45+02:00,17.39,
2024-05-16T02:00+02:00,41.3,
2024-05-16T02:15+02:00,35.8,
2024-05-16T02:30+02:00,34.3,
2024-05-16T02:45+02:00,34.1,
2024-05-16T03:00+02:00,32.06,
2024-05-16T03:15+02:00,33.5,
2024-05-16T03:30+02:00,34.1,
2024-05-16T03:45+02:00,34.4,
2024-05-16T04:00+02:00,36.12,
2024-05-16T04:15+02:00,32.4,
2024-05-16T04:30+02:00,38.0,
2024-05-16T04:45+02:00,43.0,
2024-05-16T05:00+02:00,20.0,
2024-05-16T05:15+02:00,42.57,
2024-05-16T05:30+02:00,64.93,
2024-05-16T05:45+02:00,79.98,
2024-05-16T06:00+02:00,69.93,
2024-05-16T06:15+02:00,74.92,
2024-05-16T06:30+02:00,84.91,
2024-05-16T06:45+02:00,83.13,
2024-05-16T07:00+02:00,104.91,
